Num;ID;Energy_kcal;Protein_g;Fat_g;Carb_g;Sugar_g;Fiber_g;VitA_mcg;VitB6_mg;VitB12_mcg;VitC_mg;VitE_mg;Folate_mcg;Niacin_mg;Riboflavin_mg;Thiamin_mg;Calcium_mg;Copper_mcg;Iron_mg;Magnesium_mg;Manganese_mg;Phosphorus_mg;Selenium_mcg;Zinc_mg;VitA_USRDA;VitB6_USRDA;VitB12_USRDA;VitC_USRDA;VitE_USRDA;Folate_USRDA;Niacin_USRDA;Riboflavin_USRDA;Thiamin_USRDA;Calcium_USRDA;Copper_USRDA;Magnesium_USRDA;Phosphorus_USRDA;Selenium_USRDA;Zinc_USRDA
283;2053;18;0;0;0.04;0.04;0;0;0;0;0;0;0;0;0;0;6;0.006;0.03;1;0.055;4;0.5;0.01;0;0;0;0;0;0;0;0;0;0.005;6,67E+08;0.00238095238095238;0.00571428571428571;0.00909090909090909;0.000909090909090909
1078;5643;117;21.81;2.65;0;0;0;0;0.513;4.97;0;0.2;8;4.722;0.288;0.196;6;0.136;4.38;22;0.017;211;34.9;3.71;0;0.301764705882353;207.083.333.333.333;0;0.0133333333333333;0.02;0.295125;0.221538461538462;0.163333333333333;0.005;0.000151111111111111;0.0523809523809524;0.301428571428571;0.634545454545455;0.337272727272727
1691;7221;234;13.5;16.9;7;4.6;0;0;0;0;0;0;0;0;0;0;109;2.31;1.35;24;0;195;0;1.95;0;0;0;0;0;0;0;0;0;0.0908333333333333;0.00256666666666667;0.0571428571428571;0.278571428571429;0;0.177272727272727
3266;11548;302;12.91;0.44;74.68;43.9;16.5;862;0.457;0;116.7;12.25;120;9.133;0.761;0.913;166;1.241;4.56;178;1.951;295;5.3;1.71;0.957777777777778;0.268823529411765;0;129.666.666.666.667;0.816666666666667;0.3;0.5708125;0.585384615384615;0.760833333333333;0.138333333333333;0.00137888888888889;0.423809523809524;0.421428571428571;0.0963636363636364;0.155454545454545
1530;6623;51;2;1.06;9.7;4.2;3.1;0;0;0;0;0;0;0;0;0;23;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0191666666666667;0;0;0;0;0
2390;9271;83;0.34;0.11;21.5;0;0.8;1;0.074;0;7.3;0;5;0.282;0.025;0.089;14;0.099;0.38;15;1.062;7;0;0.11;0.00111111111111111;0.0435294117647059;0;0.0811111111111111;0;0.0125;0.017625;0.0192307692307692;0.0741666666666667;0.0116666666666667;0.00011;0.0357142857142857;0.01;0;0.01
7757;28019;268;6.6;8.6;44.1;10.5;3.8;429;0.57;1.7;0;0;0;5.7;0.49;0.43;184;0;6.4;26;0;286;0;0.6;0.476666666666667;0.335294117647059;0.708333333333333;0;0;0;0.35625;0.376923076923077;0.358333333333333;0.153333333333333;0;0.0619047619047619;0.408571428571429;0;0.0545454545454545
4320;14309;372;0;0;93.33;63.64;0;1365;1.818;0;54.5;12.27;0;18.182;0;1.364;909;1.818;16.36;218;0;0;0;13.64;151.666.666.666.667;106.941.176.470.588;0;0.605555555555556;0.818;0;1.136.375;0;113.666.666.666.667;0.7575;0.00202;0.519047619047619;0;0;1.24
840;5041;173;30.91;4.51;0;0;0;9;0.6;0.34;0;0.27;4;12.421;0.116;0.065;15;0.05;1.06;27;0.017;216;24.4;1.23;0.01;0.352941176470588;0.141666666666667;0;0.018;0.01;0.7763125;0.0892307692307692;0.0541666666666667;0.0125;5,56E+09;0.0642857142857143;0.308571428571429;0.443636363636364;0.111818181818182
7859;28123;483;7;20;68.8;31.7;2.3;0;0;0;0;0;0;3.1;0.35;0.33;112;0;2.2;0;0;88;0;0;0;0;0;0;0;0;0.19375;0.269230769230769;0.275;0.0933333333333333;0;0;0.125714285714286;0;0
6074;19090;222;4.1;13;22.2;21.16;0.7;162;0.048;0.5;0.8;0.61;9;0.095;0.182;0.049;131;0.03;0.21;12;0.005;116;3;0.52;0.18;0.0282352941176471;0.208333333333333;0.00888888888888889;0.0406666666666667;0.0225;0.0059375;0.14;0.0408333333333333;0.109166666666667;3,33E+09;0.0285714285714286;0.165714285714286;0.0545454545454545;0.0472727272727273
2818;10954;263;25.84;16.94;0.03;0;0;0;0.463;0.98;0;0.12;0;3.61;0.357;0.406;27;0.192;1.72;20;0.012;227;42.3;4.48;0;0.272352941176471;0.408333333333333;0;0.008;0;0.225625;0.274615384615385;0.338333333333333;0.0225;0.000213333333333333;0.0476190476190476;0.324285714285714;0.769090909090909;0.407272727272727
3802;13235;160;22.1;7.27;0;0;0;0;0.634;1.79;0;0.28;4;5.765;0.225;0.051;21;0.061;1.65;11;0.003;196;22.5;3.86;0;0.372941176470588;0.745833333333333;0;0.0186666666666667;0.01;0.3603125;0.173076923076923;0.0425;0.0175;6,78E+09;0.0261904761904762;0.28;0.409090909090909;0.350909090909091
6955;21498;287;11.08;13.85;29.56;1.82;2;0;0.09;0.48;1.6;0;0;3.83;0.2;0.4;132;0.101;2.39;21;0.375;179;15.8;1.25;0;0.0529411764705882;0.2;0.0177777777777778;0;0;0.239375;0.153846153846154;0.333333333333333;0.11;0.000112222222222222;0.05;0.255714285714286;0.287272727272727;0.113636363636364
8149;35051;155;24.38;4.89;3.43;0;0;0;0.91;71;22.6;0;0;10.72;4.1;0.196;7;2.789;6.77;20;0.413;429;0;6.07;0;0.535294117647059;295.833.333.333.333;0.251111111111111;0;0;0.67;315.384.615.384.615;0.163333333333333;0.00583333333333333;0.00309888888888889;0.0476190476190476;0.612857142857143;0;0.551818181818182
531;3846;66;1.8;3.63;6.77;4.4;0;59;0.039;0.3;5.9;1.32;17;0.885;0.059;0.039;69;0.049;1.18;5;0.006;49;1.2;0.49;0.0655555555555556;0.0229411764705882;0.125;0.0655555555555556;0.088;0.0425;0.0553125;0.0453846153846154;0.0325;0.0575;5,44E+09;0.0119047619047619;0.07;0.0218181818181818;0.0445454545454545
1425;6410;37;0.68;2.29;3.62;0;0.3;0;0.005;0.1;0.1;0;1;0.136;0.02;0.012;16;0.058;0.26;3;0.103;15;0.9;0.06;0;0.00294117647058824;0.0416666666666667;0.00111111111111111;0;0.0025;0.0085;0.0153846153846154;0.01;0.0133333333333333;6,44E+09;0.00714285714285714;0.0214285714285714;0.0163636363636364;0.00545454545454545
7778;28040;426;7.2;16.3;67;27.2;12.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4511;15056;150;24.81;4.86;0;0;0;42;0.49;0.25;1.2;0;10;6.3;0.1;0.1;31;0.141;1.41;33;0.022;244;46.8;0.88;0.0466666666666667;0.288235294117647;0.104166666666667;0.0133333333333333;0;0.025;0.39375;0.0769230769230769;0.0833333333333333;0.0258333333333333;0.000156666666666667;0.0785714285714286;0.348571428571429;0.850909090909091;0.08
601;3990;66;1.44;3.37;7.39;7.34;0;60;0.049;0;10;0.59;17;0.689;0.092;0.066;44;0.08;0.98;5;0.01;25;3;0.52;0.0666666666666667;0.0288235294117647;0;0.111111111111111;0.0393333333333333;0.0425;0.0430625;0.0707692307692308;0.055;0.0366666666666667;8,89E+09;0.0119047619047619;0.0357142857142857;0.0545454545454545;0.0472727272727273
1651;7066;204;17;10.3;10.92;0;0.3;2;0.234;0.28;0;0;23;2.137;0.151;0.066;31;0.149;1.8;21;0.221;164;20.8;2.31;0.00222222222222222;0.137647058823529;0.116666666666667;0;0;0.0575;0.1335625;0.116153846153846;0.055;0.0258333333333333;0.000165555555555556;0.05;0.234285714285714;0.378181818181818;0.21
3737;12198;570;17.81;48;26.19;0;9.3;3;0.149;0;0;0;98;5.925;0.51;1.283;420;1.618;2.51;96;1.457;752;0;4.64;0.00333333333333333;0.0876470588235294;0;0;0;0.245;0.3703125;0.392307692307692;106.916.666.666.667;0.35;0.00179777777777778;0.228571428571429;107.428.571.428.571;0;0.421818181818182
3523;11873;20;2.08;0.24;3.71;0;1.9;260;0.081;0;16;0;35;0.5;0.08;0.05;54;0.021;1.32;30;0.143;42;0.9;0.16;0.288888888888889;0.0476470588235294;0;0.177777777777778;0;0.0875;0.03125;0.0615384615384615;0.0416666666666667;0.045;2,33E+09;0.0714285714285714;0.06;0.0163636363636364;0.0145454545454545
1264;6124;367;8.78;8.63;63.57;24.73;2.4;34;0.086;0.51;1.4;0.26;42;2.27;0.283;0.16;139;0.154;3.94;34;0.311;188;6.1;1.06;0.0377777777777778;0.0505882352941176;0.2125;0.0155555555555556;0.0173333333333333;0.105;0.141875;0.217692307692308;0.133333333333333;0.115833333333333;0.000171111111111111;0.080952380952381;0.268571428571429;0.110909090909091;0.0963636363636364
6179;19207;113;2.8;2.9;18.92;17.09;0.1;40;0.028;0.31;0;0.06;4;0.078;0.149;0.036;99;0.025;0.04;9;0.005;74;3.3;0.33;0.0444444444444444;0.0164705882352941;0.129166666666667;0;0.004;0.01;0.004875;0.114615384615385;0.03;0.0825;2,78E+09;0.0214285714285714;0.105714285714286;0.06;0.03
1689;7217;72;14.6;0.7;1.9;1.1;0;0;0;0;0;0;0;0;0;0;11;0.2;0.91;27;0;197;0;1.57;0;0;0;0;0;0;0;0;0;0.00916666666666667;0.000222222222222222;0.0642857142857143;0.281428571428571;0;0.142727272727273
163;1188;276;12;21;9.2;6.7;0.3;0;0;0;0.4;0;0;0;0.24;0;359;0;0.19;0;0;806;0;1.64;0;0;0;0.00444444444444444;0;0;0;0.184615384615385;0;0.299166666666667;0;0;115.142.857.142.857;0;0.149090909090909
5031;16533;251;18.5;16.1;7.9;2.4;1.1;0;0.7;5.5;0;0;0;10.9;0.3;3.3;147;0;4.9;0;0;188;0;0.8;0;0.411764705882353;229.166.666.666.667;0;0;0;0.68125;0.230769230769231;2.75;0.1225;0;0;0.268571428571429;0;0.0727272727272727
7686;25052;408;4.17;8.33;79.17;29.17;4.2;3;0.122;0.03;0.5;2.23;17;1.064;0.076;0.189;333;0.307;1.5;71;1.389;152;10.1;1.23;0.00333333333333333;0.0717647058823529;0.0125;0.00555555555555556;0.148666666666667;0.0425;0.0665;0.0584615384615385;0.1575;0.2775;0.000341111111111111;0.169047619047619;0.217142857142857;0.183636363636364;0.111818181818182
1253;6112;89;5.93;0.02;15.56;14.1;0.1;0;0.1;0;0;0;8;1.27;0.07;0.03;25;0.1;1.7;61;0;154;1.1;0.1;0;0.0588235294117647;0;0;0;0.02;0.079375;0.0538461538461538;0.025;0.0208333333333333;0.000111111111111111;0.145238095238095;0.22;0.02;0.00909090909090909
1583;6990;63;2.38;0.4;11.9;3.17;2.4;0;0;0;0;0;0;0;0;0;32;0;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0266666666666667;0;0;0;0;0
1744;7275;163;18.5;9.3;1.1;0;0;0;0;0;0;0;0;5.17;0.35;0.75;16;0;2.03;0;0;0;0;0;0;0;0;0;0;0;0.323125;0.269230769230769;0.625;0.0133333333333333;0;0;0;0;0
5053;16584;142;5.9;3.3;22.1;1.2;7.1;0;0.1;0;0;0;21;1;0.1;0.1;67;0;0.7;28;0;98;0;0.4;0;0.0588235294117647;0;0;0;0.0525;0.0625;0.0769230769230769;0.0833333333333333;0.0558333333333333;0;0.0666666666666667;0.14;0;0.0363636363636364
95;1106;69;3.56;4.14;4.45;4.45;0;57;0.046;0.07;1.3;0.07;1;0.277;0.138;0.048;134;0.046;0.05;14;0.018;111;1.4;0.3;0.0633333333333333;0.0270588235294118;0.0291666666666667;0.0144444444444444;0.00466666666666667;0.0025;0.0173125;0.106153846153846;0.04;0.111666666666667;5,11E+09;0.0333333333333333;0.158571428571429;0.0254545454545455;0.0272727272727273
5890;18501;370;4.3;7.6;72.8;33.6;1.9;0;1.4;0;0;0;0;13.5;1.1;1;39;0.1;4.9;26;0;98;0;4.1;0;0.823529411764706;0;0;0;0;0.84375;0.846153846153846;0.833333333333333;0.0325;0.000111111111111111;0.0619047619047619;0.14;0;0.372727272727273
2517;10003;211;18.22;14.79;0;0;0;1;0.504;0.67;0.3;0.12;3;4.73;0.255;0.622;11;0.075;0.89;21;0.014;195;28.5;2.27;0.00111111111111111;0.296470588235294;0.279166666666667;0.00333333333333333;0.008;0.0075;0.295625;0.196153846153846;0.518333333333333;0.00916666666666667;8,33E+09;0.05;0.278571428571429;0.518181818181818;0.206363636363636
6216;19254;546;5.94;31.72;59.78;55.45;2.4;0;0;0;0.8;0;0;0;0;0;160;0;1.11;0;0;0;0;0;0;0;0;0.00888888888888889;0;0;0;0;0;0.133333333333333;0;0;0;0;0
711;4602;499;3.3;55.1;0;0;0;465;0.01;0.13;0;1.58;1;0.02;0.07;0.01;48;0;1.09;5;0;34;1;0.26;0.516666666666667;0.00588235294117647;0.0541666666666667;0;0.105333333333333;0.0025;0.00125;0.0538461538461538;0.00833333333333333;0.04;0;0.0119047619047619;0.0485714285714286;0.0181818181818182;0.0236363636363636
314;3042;48;2.1;0.8;8;0;0;33;0.048;0.09;0.8;0;7;0.49;0.036;0.039;14;0.03;0.47;7;0;29;2.1;0.33;0.0366666666666667;0.0282352941176471;0.0375;0.00888888888888889;0;0.0175;0.030625;0.0276923076923077;0.0325;0.0116666666666667;3,33E+09;0.0166666666666667;0.0414285714285714;0.0381818181818182;0.03
5913;18603;390;13.3;5.1;72.7;0;5.4;0;0;0;0;0;0;0;0;0;0;0;3.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5192;17113;120;19.97;3.89;0;0;0;0;0.44;1.36;0;0.21;13;7.05;0.24;0.07;14;0.108;0.88;23;0.029;194;8.5;3.47;0;0.258823529411765;0.566666666666667;0;0.014;0.0325;0.440625;0.184615384615385;0.0583333333333333;0.0116666666666667;0.00012;0.0547619047619048;0.277142857142857;0.154545454545455;0.315454545454545
5577;18078;305;9.2;5.9;56.4;4.22;6.7;0;0.197;0;0;0.84;89;3.941;0.225;0.266;36;0.278;3.4;89;2.067;205;42.5;1.65;0;0.115882352941176;0;0;0.056;0.2225;0.2463125;0.173076923076923;0.221666666666667;0.03;0.000308888888888889;0.211904761904762;0.292857142857143;0.772727272727273;0.15
3222;11484;34;0.67;0.08;8.79;0;2.6;41;0.117;0;6.5;0;11;0.531;0.008;0.1;26;0.052;0.56;26;0.146;27;0.4;0.11;0.0455555555555556;0.0688235294117647;0;0.0722222222222222;0;0.0275;0.0331875;0.00615384615384615;0.0833333333333333;0.0216666666666667;5,78E+09;0.0619047619047619;0.0385714285714286;0.00727272727272727;0.01
2358;9238;44;0.63;0.03;11.57;10.27;1.3;19;0.019;0;3.6;0.49;3;0.582;0.017;0.008;6;0.05;0.27;7;0.048;17;0.3;0.11;0.0211111111111111;0.0111764705882353;0;0.04;0.0326666666666667;0.0075;0.036375;0.0130769230769231;0.00666666666666667;0.005;5,56E+09;0.0166666666666667;0.0242857142857143;0.00545454545454545;0.01
7684;25050;515;1.34;25.91;69.23;3.36;3.7;0;0.13;0;0;2.78;0;1.197;0.027;0.05;52;0.115;0.72;46;0.282;99;4.9;0.85;0;0.0764705882352941;0;0;0.185333333333333;0;0.0748125;0.0207692307692308;0.0416666666666667;0.0433333333333333;0.000127777777777778;0.10952380952381;0.141428571428571;0.0890909090909091;0.0772727272727273
5001;16436;147;10.62;5.84;14.94;0;0;0;0.047;0;0;0;10;0.83;0.129;0.295;142;0.773;4.33;54;1.199;153;2.9;1.44;0;0.0276470588235294;0;0;0;0.025;0.051875;0.0992307692307692;0.245833333333333;0.118333333333333;0.000858888888888889;0.128571428571429;0.218571428571429;0.0527272727272727;0.130909090909091
4098;13916;310;25.92;22.12;0;0;0;0;0.38;1.94;0;0;7;4.77;0.18;0.08;9;0.098;2.26;24;0.015;197;23.7;4.65;0;0.223529411764706;0.808333333333333;0;0;0.0175;0.298125;0.138461538461538;0.0666666666666667;0.0075;0.000108888888888889;0.0571428571428571;0.281428571428571;0.430909090909091;0.422727272727273
1682;7210;85;18.3;0.6;1.7;0.9;0;0;0;0;0;0;0;0;0;0;12;0.23;1.33;36;0;256;0;0.6;0;0;0;0;0;0;0;0;0;0.01;0.000255555555555556;0.0857142857142857;0.365714285714286;0;0.0545454545454545
750;4655;628;0;71;0;0;0;0;0;0;0;6.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.408666666666667;0;0;0;0;0;0;0;0;0;0
7782;28045;459;5.6;15.6;74.2;26.7;1.6;0;0.02;0;0;0;0;3.6;0.27;0.42;0;0;3.1;12;0;61;0;0.4;0;0.0117647058823529;0;0;0;0;0.225;0.207692307692308;0.35;0;0;0.0285714285714286;0.0871428571428571;0;0.0363636363636364
5097;17018;180;28.17;6.67;0;0;0;0;0.17;2.71;0;0.18;24;6.39;0.28;0.11;8;0.121;2.06;26;0.028;208;31.7;5.02;0;0.1;112.916.666.666.667;0;0.012;0.06;0.399375;0.215384615384615;0.0916666666666667;0.00666666666666667;0.000134444444444444;0.0619047619047619;0.297142857142857;0.576363636363636;0.456363636363636
8077;32004;334;12.73;10.67;46.66;6.43;1.8;6;0.113;0.39;0.6;1.48;217;4.003;0.372;0.525;145;0.163;2.07;34;0.47;391;37;1.3;0.00666666666666667;0.0664705882352941;0.1625;0.00666666666666667;0.0986666666666667;0.5425;0.2501875;0.286153846153846;0.4375;0.120833333333333;0.000181111111111111;0.080952380952381;0.558571428571429;0.672727272727273;0.118181818181818
5997;18991;515;3.9;26;67.1;35.8;2;0;0;0;0;0;0;2.3;0.17;0.26;0;0;2.6;20;0;48;0;0.2;0;0;0;0;0;0;0.14375;0.130769230769231;0.216666666666667;0;0;0.0476190476190476;0.0685714285714286;0;0.0181818181818182
5971;18965;418;10;11.67;68.19;0;3.3;9;0.044;0.03;0;1.88;349;7.17;0.75;1.087;67;0.118;4.8;22;0.517;162;26.2;0.9;0.01;0.0258823529411765;0.0125;0;0.125333333333333;0.8725;0.448125;0.576923076923077;0.905833333333333;0.0558333333333333;0.000131111111111111;0.0523809523809524;0.231428571428571;0.476363636363636;0.0818181818181818
1255;6115;313;9.2;9.63;47.49;0;0;0;0.174;0.32;1;0;81;4.087;0.324;0.472;140;0.12;9.3;56;0.268;153;6.2;0.7;0;0.102352941176471;0.133333333333333;0.0111111111111111;0;0.2025;0.2554375;0.249230769230769;0.393333333333333;0.116666666666667;0.000133333333333333;0.133333333333333;0.218571428571429;0.112727272727273;0.0636363636363636
6392;19887;239;3.9;5.85;42.75;21.82;4.3;0;0;0;0.7;0;0;0;0;0;142;0;0.38;0;0;0;0;0;0;0;0;0.00777777777777778;0;0;0;0;0;0.118333333333333;0;0;0;0;0
2727;10859;190;28.35;7.66;0;0;0;2;0.476;0.55;0;0.24;1;10.192;0.184;0.616;10;0.062;0.63;28;0;317;35.5;1.98;0.00222222222222222;0.28;0.229166666666667;0;0.016;0.0025;0.637;0.141538461538462;0.513333333333333;0.00833333333333333;6,89E+09;0.0666666666666667;0.452857142857143;0.645454545454546;0.18
7572;23585;133;23.07;3.88;0;0;0;0;0.651;0.98;0;0.29;13;6.703;0.124;0.078;23;0.078;1.63;24;0.011;214;31.2;4.05;0;0.382941176470588;0.408333333333333;0;0.0193333333333333;0.0325;0.4189375;0.0953846153846154;0.065;0.0191666666666667;8,67E+09;0.0571428571428571;0.305714285714286;0.567272727272727;0.368181818181818
1657;7072;378;21.07;31.65;0.72;0.26;0;11;0.441;1.15;0;0.64;0;6.105;0.196;0.386;24;0.096;1.36;20;0.948;192;33.6;2.67;0.0122222222222222;0.259411764705882;0.479166666666667;0;0.0426666666666667;0;0.3815625;0.150769230769231;0.321666666666667;0.02;0.000106666666666667;0.0476190476190476;0.274285714285714;0.610909090909091;0.242727272727273
7199;23152;155;21.65;7.64;0;0;0;2;0.521;1.96;0;0.14;3;5.34;0.255;0.1;10;0.072;1.99;21;0.072;148;20.5;5.07;0.00222222222222222;0.306470588235294;0.816666666666667;0;0.00933333333333333;0.0075;0.33375;0.196153846153846;0.0833333333333333;0.00833333333333333;8,00E-05;0.05;0.211428571428571;0.372727272727273;0.460909090909091
1853;8060;318;7.72;2.72;77.29;31.3;11.4;386;1.843;2;0;0.66;328;13.8;1.08;0.753;43;0.456;12.33;122;2.678;347;4.6;3.39;0.428888888888889;108.411.764.705.882;0.833333333333333;0;0.044;0.82;0.8625;0.830769230769231;0.6275;0.0358333333333333;0.000506666666666667;0.29047619047619;0.495714285714286;0.0836363636363636;0.308181818181818
1729;7259;84;15;0.7;4.5;1.7;0;0;0;0;0;0;0;0;0;0;11;0.25;1.11;27;0;232;0;0.86;0;0;0;0;0;0;0;0;0;0.00916666666666667;0.000277777777777778;0.0642857142857143;0.331428571428571;0;0.0781818181818182
2376;9257;74;0.2;0.13;19.17;15.2;1.6;0;0.014;0;1.1;0.08;1;0.242;0.022;0.01;5;0.049;0.22;4;0.032;7;0;0.08;0;0.00823529411764706;0;0.0122222222222222;0.00533333333333333;0.0025;0.015125;0.0169230769230769;0.00833333333333333;0.00416666666666667;5,44E+09;0.00952380952380952;0.01;0;0.00727272727272727
6415;19914;538;6.41;28.85;63.15;57.69;0;46;0.028;0.6;0;0.6;9;0.306;0.239;0.089;150;0.391;1.88;50;0.374;165;3.6;1.83;0.0511111111111111;0.0164705882352941;0.25;0;0.04;0.0225;0.019125;0.183846153846154;0.0741666666666667;0.125;0.000434444444444444;0.119047619047619;0.235714285714286;0.0654545454545455;0.166363636363636
7045;22976;111;4.52;2.61;17.31;4.09;1.4;35;0.108;0.14;2.8;0.98;70;1.267;0.116;0.118;79;0.079;0.93;20;0.184;78;12.1;0.43;0.0388888888888889;0.0635294117647059;0.0583333333333333;0.0311111111111111;0.0653333333333333;0.175;0.0791875;0.0892307692307692;0.0983333333333333;0.0658333333333333;8,78E+09;0.0476190476190476;0.111428571428571;0.22;0.0390909090909091
7998;28263;430;5.9;12.2;76.3;26.9;3.3;0;0.02;0;0;0;0;3.5;0.24;0.44;381;0;3.5;12;0;110;0;0.5;0;0.0117647058823529;0;0;0;0;0.21875;0.184615384615385;0.366666666666667;0.3175;0;0.0285714285714286;0.157142857142857;0;0.0454545454545455
4907;16246;74;2.46;1.64;12.3;9.84;0;0;0;0;0;0;0;0;0;0;16;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0133333333333333;0;0;0;0;0
3689;12108;660;6.88;64.53;23.65;7.35;16.3;0;0.3;0;1.5;0.44;9;0.603;0.1;0.06;26;0.796;3.32;90;2.745;206;18.5;2.01;0;0.176470588235294;0;0.0166666666666667;0.0293333333333333;0.0225;0.0376875;0.0769230769230769;0.05;0.0216666666666667;0.000884444444444445;0.214285714285714;0.294285714285714;0.336363636363636;0.182727272727273
128;1139;185;13.87;13.27;1.35;0.94;0;187;0.236;5.1;0;1.29;76;0.189;0.382;0.147;60;0.062;3.64;16;0.038;208;36.9;1.33;0.207777777777778;0.138823529411765;2.125;0;0.086;0.19;0.0118125;0.293846153846154;0.1225;0.05;6,89E+09;0.0380952380952381;0.297142857142857;0.670909090909091;0.120909090909091
8402;42140;200;0.3;20;6.7;1.94;0.2;0;0.03;0.07;0.4;0.59;3;0.02;0.01;0.01;6;0.005;0.13;2;0.02;7;1.6;0.04;0;0.0176470588235294;0.0291666666666667;0.00444444444444444;0.0393333333333333;0.0075;0.00125;0.00769230769230769;0.00833333333333333;0.005;5,56E+08;0.00476190476190476;0.01;0.0290909090909091;0.00363636363636364
3575;11928;40;0.29;0.07;10.78;0;3.7;10;0.179;0;30;0;15;3.5;0.3;0;8;0.202;0.16;5;0.539;4;0.9;0.31;0.0111111111111111;0.105294117647059;0;0.333333333333333;0;0.0375;0.21875;0.230769230769231;0;0.00666666666666667;0.000224444444444444;0.0119047619047619;0.00571428571428571;0.0163636363636364;0.0281818181818182
3449;11797;28;2.17;0.47;5.29;2.34;2.2;0;0.095;0;4;0.01;18;4.46;0.3;0.073;6;0.504;1.74;12;0.115;87;13.4;0.87;0;0.0558823529411765;0;0.0444444444444444;0.000666666666666667;0.045;0.27875;0.230769230769231;0.0608333333333333;0.005;0.00056;0.0285714285714286;0.124285714285714;0.243636363636364;0.0790909090909091
2809;10945;227;27.58;12.14;0;0;0;0;0.488;0.94;0;0.11;0;3.575;0.381;0.424;26;0.208;1.82;21;0.012;234;45.3;4.85;0;0.287058823529412;0.391666666666667;0;0.00733333333333333;0;0.2234375;0.293076923076923;0.353333333333333;0.0216666666666667;0.000231111111111111;0.05;0.334285714285714;0.823636363636364;0.440909090909091
6748;21244;214;13.78;8.1;21.55;0;1.3;0;0.189;0.33;0.3;0;0;3.3;0.13;0.295;23;0.135;1.5;24;0.23;161;24.4;0.61;0;0.111176470588235;0.1375;0.00333333333333333;0;0;0.20625;0.1;0.245833333333333;0.0191666666666667;0.00015;0.0571428571428571;0.23;0.443636363636364;0.0554545454545455
911;5112;223;23.97;13.39;0;0;0;0;0.35;0.27;0;0;5;7.418;0.143;0.057;12;0.058;1.26;20;0.018;179;23.6;1.45;0;0.205882352941176;0.1125;0;0;0.0125;0.463625;0.11;0.0475;0.01;6,44E+09;0.0476190476190476;0.255714285714286;0.429090909090909;0.131818181818182
1214;6039;53;2.13;1.17;8.64;2.17;2.4;89;0.1;0;2;0.67;28;0.491;0.049;0.023;25;0.1;0.74;6;0.3;46;2.2;0.6;0.0988888888888889;0.0588235294117647;0;0.0222222222222222;0.0446666666666667;0.07;0.0306875;0.0376923076923077;0.0191666666666667;0.0208333333333333;0.000111111111111111;0.0142857142857143;0.0657142857142857;0.04;0.0545454545454545
8338;36060;229;13.19;11.05;19.28;1.84;1.8;4;0.125;1.15;0;0.44;0;2.785;0.22;0.16;123;0.13;1.94;30;0.377;188;23;1.97;0.00444444444444444;0.0735294117647059;0.479166666666667;0;0.0293333333333333;0;0.1740625;0.169230769230769;0.133333333333333;0.1025;0.000144444444444444;0.0714285714285714;0.268571428571429;0.418181818181818;0.179090909090909
7423;23387;191;21.54;11.65;0;0;0;4;0.523;1.78;0;0.19;3;5.879;0.197;0.056;15;0.041;1.71;11;0.002;191;20;3.24;0.00444444444444444;0.307647058823529;0.741666666666667;0;0.0126666666666667;0.0075;0.3674375;0.151538461538462;0.0466666666666667;0.0125;4,56E+09;0.0261904761904762;0.272857142857143;0.363636363636364;0.294545454545455
5629;18157;433;6.6;14.2;72.7;37.43;3.4;3;0.051;0.09;0;0.72;75;2.858;0.266;0.203;31;0.463;4.01;53;0.696;132;5.7;1.09;0.00333333333333333;0.03;0.0375;0;0.048;0.1875;0.178625;0.204615384615385;0.169166666666667;0.0258333333333333;0.000514444444444444;0.126190476190476;0.188571428571429;0.103636363636364;0.0990909090909091
6199;19232;113;2.95;3;18.68;0;0;29;0.034;0.26;0.7;0;4;0.075;0.145;0.031;111;0.011;0.06;12;0.005;84;5.2;0.35;0.0322222222222222;0.02;0.108333333333333;0.00777777777777778;0;0.01;0.0046875;0.111538461538462;0.0258333333333333;0.0925;1,22E+09;0.0285714285714286;0.12;0.0945454545454545;0.0318181818181818
7984;28249;443;9.7;13.6;72;1.2;2.5;0;0;0;0;0;0;5.5;0.41;0.67;0;0;4.7;18;0;79;0;0;0;0;0;0;0;0;0.34375;0.315384615384615;0.558333333333333;0;0;0.0428571428571429;0.112857142857143;0;0
8601;44018;279;0;0;76.1;76;0.1;0;0;0;0;0;0;0;0.02;0;1;0.037;0.11;0;0;0;0.5;0.09;0;0;0;0;0;0;0;0.0153846153846154;0;0.000833333333333333;4,11E+09;0;0;0.00909090909090909;0.00818181818181818
3480;11828;93;2.5;0.13;21.15;1.18;2.2;1;0.311;0;9.6;0.04;28;1.41;0.048;0.064;15;0.118;1.08;28;0.219;70;0.4;0.36;0.00111111111111111;0.182941176470588;0;0.106666666666667;0.00266666666666667;0.07;0.088125;0.0369230769230769;0.0533333333333333;0.0125;0.000131111111111111;0.0666666666666667;0.1;0.00727272727272727;0.0327272727272727
